title	type	url_slug	venue	date	location	talk_url	description
Closed-Form Evaluation of Correlated PFS and OS Group Sequential Designs	Presentation	correlated-pfs-os-group-sequential-designs	Astellas Internal Statistics Meeting	2026-08-25		/files/Correlated_PFS_OS_Group_Sequential_Designs.pdf	
